Start Date,End Date,Month,Brand,Region,Country,Campaign,Platform,Touchpoint,Format,Goal,Investment,Reach,Impressions,CPM,Clicks,CPC,CTR,Views,CPV,VTR,CR,Complete Views,CPCV,Engagement,Sales Price,Sales Quantity,Insertions,File,Unnamed: 28,Unnamed: 29,Unnamed: 30,Buy Type,CPM USD,CPC USD,CPV USD,Initiative
2020-04-13,2020-04-19 00:00:00,April,Pringles,Mercosur,Argentina,MCMMIA_2020_ARG_Kelloggs_Pringles_Seasonal_Movimiento Pringles_TikTok_Evening Me,TikTok,TikTok,"Post Ad
Video Ad/
Storie",Engagement,5000.0,,2200000.0,,0.0,,,0.0,,,,0.0,,601305.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-18 00:00:00,April,Masterbrand,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Masterbrand_Seasonal_Coronavirus_Twitter_Twitter_Reach_CPM_Breakfast for One,Twitter,Twitter,Promoted Post / Video,Reach,372.0,,130861.0,2.84,1321.0,,,47897.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-19,2020-04-25 00:00:00,April,Masterbrand,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Masterbrand_Seasonal_Coronavirus_Twitter_Twitter_Reach_CPM_Breakfast for One,Twitter,Twitter,Promoted Post / Video,Reach,651.0,,216697.0,3.01,2203.0,,,76293.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-26,2020-05-02 00:00:00,April,Masterbrand,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Masterbrand_Seasonal_Coronavirus_Twitter_Twitter_Reach_CPM_Breakfast for One,Twitter,Twitter,Promoted Post / Video,Reach,375.28,,121721.0,2.95,1121.0,,,41259.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-31,2020-06-06 00:00:00,Juny,Corporate Promotions,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Corporate Promotions_Seasonal_Rappi - Musli_Pulzo_Breakfast for One,Pulzo,Pulzo,Newsfeed,Brand Awarness,611.02,,1504003.0,,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-02,2020-08-08 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1679.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,526.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-09,2020-08-15 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1679.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,325.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-16,2020-08-22 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1679.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,225.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-23,2020-08-29 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1679.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,452.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-23,2020-08-29 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Canal RCN_Breakfast for One,Canal RCN,Canal RCN,Video Pre Roll,Impressions,168.0,,23333.333333333332,7.199999999999999,121.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-23,2020-08-29 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Xaxis_Breakfast for One,Xaxis,Xaxis,Video,Views,150.0,,6944.444444444444,,152.0,,,0.0,0.021599999999999998,,,6944.444444444444,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-23,2020-08-29 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Teads_Breakfast for One,Teads,Teads,Video,Impressions,144.0,,25000.0,5.76,256.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-23,2020-08-29 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Notifications,Views,119.99999999999999,,15471.42857142857,,1083.0,,,833.0,,,,0.0,0.144,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-31,2020-09-05 00:00:00,August,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Canal RCN_Breakfast for One,Canal RCN,Canal RCN,Video Pre Roll,Impressions,72.0,,12500.0,5.76,125.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-30,2020-09-05 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1679.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,325.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-09-06,2020-09-12 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_INCA_Breakfast for One,INCA,INCA,Influencer,Brand Awarness,1919.9999999999998,,0.0,,0.0,,,0.0,,,,0.0,,288.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-31,2020-09-05 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Xaxis_Breakfast for One,Xaxis,Xaxis,Video,Views,90.0,,4166.666666666667,,332.0,,,0.0,0.021599999999999998,,,4166.666666666667,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-31,2020-09-05 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Teads_Breakfast for One,Teads,Teads,Video,Impressions,96.0,,15384.615384615385,6.239999999999999,145.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-08-31,2020-09-05 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Notifications,Views,119.99999999999999,,27885.714285714283,,1952.0,,,833.0,,,,0.0,0.144,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-09-20,2020-09-26 00:00:00,September,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_W Radio-Display_Breakfast for One,W Radio-Display,Display,Toma de Home,Impressions,2524.800000000002,,1.0,1262.400000000001,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-10-11,2020-10-17 00:00:00,October,Pringles,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Pringles_Seasonal_Always On_Xaxis - Display_Evening Me,Xaxis,Programmatic,Video,Impressions,795.0048013848352,,117005.0,6.794622463867657,2745.0,,,116360.0,,,,75634.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-10-18,2020-10-24 00:00:00,October,Pringles,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Pringles_Seasonal_Always On_Xaxis - Display_Evening Me,Xaxis,Programmatic,Video,Impressions,1623.6158054759599,,238956.0,6.794622463867657,7155.0,,,238689.0,,,,155147.85,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-10-25,2020-10-31 00:00:00,October,Pringles,Andean,Colombia,MCMMIA_2020_COL_Kelloggs_Pringles_Seasonal_Always On_Xaxis - Display_Evening Me,Xaxis,Programmatic,Video,Impressions,1241.7376391392058,,182753.0,6.794622463867657,5720.0,,,182447.0,,,,118590.55,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-10-04,2020-10-31 00:00:00,October,Masterbrand,Andean,Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Incansables_TapTap-Display-Standar Banner_Breakfast for One,TapTap-Display-Standar Banner,TapTap-Display-Standar Banner,Notifications,Clicks,1572.0000000000005,,0.0,,0.0,0.15720000000000003,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-22,2020-03-31 00:00:00,March,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Video_Mid-Morning snack,Xaxis,Display,Several,Views,362.5,,19599.0,,211.0,,,12701.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-22,2020-03-28 00:00:00,March,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Audio_Mid-Morning snack,Audio,Audio,Several,Impressions,362.5,,63748.0,4.0,110.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-29,2020-03-31 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Video_Mid-Morning snack,Xaxis,Display,Several,Views,362.5,,19599.0,,211.0,,,12701.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-05,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Display_Mid-Morning snack,Xaxis,Programmatic,Several,Views,362.5,,18499.0,,201.0,,,0.0,0.03,,,12246.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-05,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Audio_Mid-Morning snack,Audio,Audio,Audio,Impressions,183.25,,24071.0,8.0,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-01-02,2020-01-14 00:00:00,January,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Empieza Fuerte_Xaxis - Video_Breakfast for One,Xaxis,Display,Video,Impressions,179.0,,601377.0,7.0,1832.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-05,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Audio_Breakfast for One,Audio,Audio,Audio,Impressions,921.75,,115250.0,8.0,7.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-07-20,2020-07-31 00:00:00,July,Choco Krispis,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Audio_Family breakfast,Audio,Audio,Audio,Impressions,161.5,,33992.0,8.0,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-07-27,2020-07-31 00:00:00,July,Choco Krispis,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Audio_Family breakfast,Audio,Audio,Audio,Impressions,161.5,,9259.0,8.0,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Audio_Breakfast for One,Audio,Audio,Audio,Impressions,921.75,,115250.0,8.0,7.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-19,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Audio_Breakfast for One,Audio,Audio,Audio,Impressions,921.75,,115250.0,8.0,7.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Manual Banner,Impressions,460.75,,155211.0,3.0,186.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-19,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Manual Banner,Impressions,460.75,,155211.0,3.0,186.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-05,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Manual Banner,Impressions,460.75,,155211.0,3.0,186.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-25 00:00:00,April,Special K,Caricam,Puerto Rico,MCMPR_2020_PRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Xaxis - Display_Breakfast for One,Xaxis,Programmatic,Banner Estandar,Impressions,460.75,,155211.0,3.0,186.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Display_Mid-Morning snack,Xaxis,Programmatic,Several,Views,362.5,,18499.0,,201.0,,,0.0,,,,12246.0,0.03,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-19,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Display_Mid-Morning snack,Xaxis,Programmatic,Several,Views,362.5,,18499.0,,201.0,,,0.0,,,,12246.0,0.03,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-12,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Audio_Mid-Morning snack,Audio,Audio,Audio,Impressions,183.25,,24071.0,8.0,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-19,2020-04-30 00:00:00,April,Cheez It,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Audio_Mid-Morning snack,Audio,Audio,Audio,Impressions,183.25,,24071.0,8.0,0.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-01,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,500.0,,54786.0,8.0,121.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-06,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,500.0,,54786.0,8.0,121.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-13,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,500.0,,54786.0,8.0,121.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-20,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,500.0,,54786.0,8.0,121.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-01,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,150.0,,31173.0,8.0,30.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-06,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,150.0,,31173.0,8.0,30.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-13,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,150.0,,31173.0,8.0,30.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-20,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,150.0,,31173.0,8.0,30.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-01,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,250.0,,35788.0,8.0,35.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-06,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,250.0,,35788.0,8.0,35.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-13,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,250.0,,35788.0,8.0,35.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-20,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Costa Rica,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,250.0,,35788.0,8.0,35.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-01,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Panamá,MCMPR_2020_PAN_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,100.0,,4816.0,8.0,3.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-06,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Panamá,MCMPR_2020_PAN_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,100.0,,4816.0,8.0,3.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-13,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Panamá,MCMPR_2020_PAN_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,100.0,,4816.0,8.0,3.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-04-20,2020-04-30 00:00:00,April,Corporate Promotions,Caricam,Panamá,MCMPR_2020_PAN_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,100.0,,4816.0,8.0,3.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-11,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,400.0,,51240.0,8.0,49.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-18,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,400.0,,51242.0,8.0,49.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-25,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,400.0,,51242.0,8.0,50.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-11,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,266.67,,33970.0,8.0,21.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-18,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,266.67,,33972.0,8.0,22.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-05-25,2020-05-31 00:00:00,May,Corporate Promotions,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,Audio,Audio,Audio,Impressions,266.66,,33973.0,8.0,22.0,,,0.0,,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-29,2020-03-31 00:00:00,April,Choco Krispis,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Soy502_Family breakfast,Soy502,Soy502,Video Outstream,Views,600.0,,0.0,,135.0,,,85102.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-23,2020-03-31 00:00:00,March,Choco Krispis,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Xaxis - Video_Family breakfast,Xaxis,Display,Video Pre Roll,Views,720.0,,48504.0,,414.0,,,25817.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-29,2020-03-31 00:00:00,April,Choco Krispis,Caricam,Guatemala,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Xaxis - Video_Family breakfast,Xaxis,Display,Video Pre Roll,Views,720.0,,48504.0,,414.0,,,25817.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
2020-03-23,2020-03-31 00:00:00,March,Choco Krispis,Caricam,El Salvador,MCMPR_2020_SLV_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Xaxis - Video_Family breakfast,Xaxis,Display,Video Pre Roll,Views,180.0,,12304.0,,107.0,,,6895.0,0.03,,,0.0,,0.0,,,,files/01122021_Ktbo_kube_Adverity_OtherChannel__Noviembre.xlsx,,,,,,,,
